time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2009-11-18T13:16:00.000Z,-54.25,6.25,10,4.8,mwc,,,,,gcmt,gcmtc200911181316a,2016-11-10T02:20:36.000Z,"Bouvet Island region",earthquake,,,,,automatic,gcmt,gcmt
2009-11-24T17:45:12.000Z,-45.5,-80.5,10,5.1,mwc,,,,,gcmt,gcmtc200911241745a,2016-11-10T02:20:47.583Z,"off the coast of Aisen, Chile",earthquake,,,,,automatic,gcmt,gcmt
2009-12-05T14:06:24.000Z,-36.75,-99.75,10,5.1,mwc,,,,,gcmt,gcmtc200912051406a,2016-11-10T02:21:15.405Z,"southeast of Easter Island",earthquake,,,,,automatic,gcmt,gcmt
2009-12-11T09:17:52.000Z,-16.75,177.25,10,4.9,mwc,,,,,gcmt,gcmtc200912110917a,2016-11-10T02:21:29.618Z,"Fiji",earthquake,,,,,automatic,gcmt,gcmt
2009-12-24T00:23:31.000Z,42.126,135.008,395,5.7,mw,,,,,iscgem,iscgem17576175,2016-08-18T14:33:44.869Z,"Sea of Japan",earthquake,,,,,automatic,iscgem,iscgem
2010-01-07T03:11:20.000Z,-56.75,-143.75,10,5.3,mwc,,,,,gcmt,gcmtc201001070311a,2016-11-10T02:22:27.828Z,"Pacific-Antarctic Ridge",earthquake,,,,,automatic,gcmt,gcmt
2010-02-27T10:30:10.000Z,-37.878,-73.545,20,6,mw,,,,,iscgem,iscgem600697919,2020-07-09T22:25:59.652Z,"offshore Bio-Bio, Chile",earthquake,,,,,automatic,iscgem,iscgem
2010-03-09T21:28:08.000Z,-59.25,149.25,10,5,mwc,,,,,gcmt,gcmtc201003092128a,2016-11-10T02:25:28.143Z,"west of Macquarie Island",earthquake,,,,,automatic,gcmt,gcmt
2010-03-17T20:27:04.000Z,-42.5,-83.5,10,5,mwc,,,,,gcmt,gcmtc201003172027a,2016-11-10T02:25:56.269Z,"West Chile Rise",earthquake,,,,,automatic,gcmt,gcmt
2010-05-01T17:04:16.000Z,60.25,-175.75,10,4.9,mwc,,,,,gcmt,gcmtc201005011704a,2016-11-10T02:27:41.104Z,"Bering Sea",earthquake,,,,,automatic,gcmt,gcmt
2010-05-02T02:21:12.000Z,-24.75,-115.75,10,4.9,mwc,,,,,gcmt,gcmtc201005020221a,2016-11-10T02:27:43.164Z,"southern East Pacific Rise",earthquake,,,,,automatic,gcmt,gcmt
2010-05-06T09:46:48.000Z,-55.25,-128.25,10,5,mwc,,,,,gcmt,gcmtc201005060946a,2016-11-10T02:27:54.647Z,"Pacific-Antarctic Ridge",earthquake,,,,,automatic,gcmt,gcmt
2010-05-21T15:56:32.000Z,-39.75,-91.75,10,5,mwc,,,,,gcmt,gcmtc201005211556a,2016-11-10T02:28:32.443Z,"West Chile Rise",earthquake,,,,,automatic,gcmt,gcmt
2010-06-01T02:05:36.000Z,-45,-81,10,4.9,mwc,,,,,gcmt,gcmtc201006010205a,2016-11-10T02:28:56.951Z,"off the coast of Aisen, Chile",earthquake,,,,,automatic,gcmt,gcmt
2010-06-06T18:33:44.000Z,-57.25,-141.75,10,5.3,mwc,,,,,gcmt,gcmtc201006061833a,2016-11-10T02:29:14.286Z,"Pacific-Antarctic Ridge",earthquake,,,,,automatic,gcmt,gcmt
2010-07-03T00:37:28.000Z,-9.75,66.25,10,5.1,mwc,,,,,gcmt,gcmtc201007030037a,2016-11-10T02:30:17.705Z,"Mid-Indian Ridge",earthquake,,,,,automatic,gcmt,gcmt
2010-07-03T20:23:04.000Z,-3.5,149.5,10,5,mwc,,,,,gcmt,gcmtc201007032023a,2016-11-10T02:30:20.265Z,"Bismarck Sea",earthquake,,,,,automatic,gcmt,gcmt
2010-07-20T11:06:08.000Z,-55.5,-128.5,10,5,mwc,,,,,gcmt,gcmtc201007201106a,2016-11-10T02:30:52.505Z,"Pacific-Antarctic Ridge",earthquake,,,,,automatic,gcmt,gcmt
2010-08-02T00:07:36.000Z,-54.25,-2.75,10,5,mwc,,,,,gcmt,gcmtc201008020007a,2016-11-10T02:31:20.803Z,"southern Mid-Atlantic Ridge",earthquake,,,,,automatic,gcmt,gcmt
2010-08-09T21:51:44.000Z,-55.25,-130.75,10,4.9,mwc,,,,,gcmt,gcmtc201008092151a,2016-11-10T02:31:38.420Z,"Pacific-Antarctic Ridge",earthquake,,,,,automatic,gcmt,gcmt
2010-09-10T02:40:24.000Z,-62.25,154.25,10,5,mwc,,,,,gcmt,gcmtc201009100240a,2016-11-10T02:32:54.526Z,"Balleny Islands region",earthquake,,,,,automatic,gcmt,gcmt
2010-09-26T16:40:16.000Z,-35,-111,10,4.9,mwc,,,,,gcmt,gcmtc201009261640a,2016-11-10T02:33:38.839Z,"southern East Pacific Rise",earthquake,,,,,automatic,gcmt,gcmt
2010-10-08T16:39:12.000Z,23.75,123.25,10,4.9,mwc,,,,,gcmt,gcmtc201010081639a,2016-11-10T02:34:29.817Z,"southwestern Ryukyu Islands, Japan",earthquake,,,,,automatic,gcmt,gcmt
2010-10-13T19:20:16.000Z,-41.5,-91.5,10,5.1,mwc,,,,,gcmt,gcmtc201010131920a,2016-11-10T02:34:42.082Z,"southeast of Easter Island",earthquake,,,,,automatic,gcmt,gcmt
2010-10-13T21:16:16.000Z,27.25,-44.75,10,4.8,mwc,,,,,gcmt,gcmtc201010132116a,2016-11-10T02:34:42.721Z,"northern Mid-Atlantic Ridge",earthquake,,,,,automatic,gcmt,gcmt
2010-10-16T11:31:44.000Z,-61.25,154.25,10,4.9,mwc,,,,,gcmt,gcmtc201010161131a,2016-11-10T02:34:47.213Z,"Balleny Islands region",earthquake,,,,,automatic,gcmt,gcmt
2010-10-19T11:16:40.000Z,-23.75,-115.25,10,5,mwc,,,,,gcmt,gcmtc201010191116a,2016-11-10T02:34:54.747Z,"southern East Pacific Rise",earthquake,,,,,automatic,gcmt,gcmt
2010-10-20T00:06:56.000Z,-57.75,-148.25,10,4.9,mwc,,,,,gcmt,gcmtc201010200006a,2016-11-10T02:34:56.663Z,"Pacific-Antarctic Ridge",earthquake,,,,,automatic,gcmt,gcmt
2010-11-01T09:38:08.000Z,-24.25,-111.75,10,4.9,mwc,,,,,gcmt,gcmtc201011010938a,2016-11-10T02:35:34.178Z,"Easter Island region",earthquake,,,,,automatic,gcmt,gcmt
2010-11-29T18:47:12.000Z,1.25,-28.75,10,5,mwc,,,,,gcmt,gcmtc201011291847a,2016-11-10T02:36:48.079Z,"central Mid-Atlantic Ridge",earthquake,,,,,automatic,gcmt,gcmt
2010-12-16T17:07:44.000Z,7.25,-81.75,10,4.8,mwc,,,,,gcmt,gcmtc201012161707a,2016-11-10T02:37:28.281Z,"Panama",earthquake,,,,,automatic,gcmt,gcmt
2010-12-21T07:36:24.000Z,-16.75,-177.25,10,4.9,mwc,,,,,gcmt,gcmtc201012210736a,2016-11-10T02:37:41.378Z,"Fiji region",earthquake,,,,,automatic,gcmt,gcmt
2010-12-22T06:08:56.000Z,-20.75,173.75,10,5.1,mwc,,,,,gcmt,gcmtc201012220608a,2016-11-10T02:37:45.979Z,"Vanuatu region",earthquake,,,,,automatic,gcmt,gcmt
2014-09-28T04:42:09.300Z,46.8833,-112.5393,17.5,3.6,mc,68,79.1999936640005,0.1913412,0.33,mb,mb14486031,2015-01-30T00:52:19.460Z,"13km SE of Lincoln, Montana",earthquake,0.7,0.6,0.5,3,automatic,mb,mb
2014-12-01T15:13:45.400Z,47.9475,-114.8878,8.6,3.5,mc,32,93.5999925120006,0.1176793,0.27,mb,mb14472169,2020-04-01T02:29:32.740Z,"50km WSW of Kalispell, Montana",earthquake,1,1,0.5,3,automatic,mb,mb
2015-10-13T16:34:10.000Z,63.1261,-152.6337,100,3.5,ml,,,,,ak,ak11738696,2015-10-14T00:36:36.728Z,"151km E of McGrath, Alaska",earthquake,,,,,automatic,ak,ak
2016-01-17T02:53:55.000Z,59.9212,-141.6139,6.4,3.8,ml,,,,0.9,ak,ak12463764,2016-01-17T03:30:25.762Z,"48km ESE of Cape Yakataga, Alaska",earthquake,0.5,0.2,,,automatic,ak,ak
2016-11-25T12:31:07.240Z,59.3149,-153.7868,219,3.7,ml,,,,1,ak,ak14418993,2016-11-25T12:43:11.520Z,"80km SE of Old Iliamna, Alaska",earthquake,,2.5,,,automatic,ak,ak
2017-02-28T23:48:26.979Z,61.3142,-140.4181,30,3.6,ml,,,,0.76,ak,ak15424086,2017-02-28T23:53:25.725Z,"169km WNW of Haines Junction, Canada",earthquake,,0.4,,,automatic,ak,ak
2017-06-15T00:17:33.293Z,60.1508,-152.444,93.3,3.7,ml,,,,0.91,ak,ak16186702,2017-06-15T00:38:29.934Z,"40km SSE of Redoubt Volcano, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-09-19T20:36:51.703Z,57.8969,-156.4847,244.9,3.6,ml,,,,0.78,ak,ak16859292,2017-09-19T23:34:59.276Z,"88km S of King Salmon, Alaska",earthquake,,1.4,,,automatic,ak,ak
2017-10-12T02:35:19.211Z,61.5591,-141.3379,0,3.5,ml,,,,0.77,ak,ak17018475,2017-10-12T02:39:50.489Z,"164km E of Chitina, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-02-07T00:18:42.963Z,61.7028,-150.2399,100,3.8,ml,,,,1.07,ak,ak18384001,2018-02-09T09:52:54.830Z,"11km WSW of Willow, Alaska",earthquake,,11.9,,,automatic,ak,ak
2018-03-03T03:30:18.419Z,60.8012,-149.6051,100.2,3.7,ml,,,,0.72,ak,ak18577368,2018-04-06T22:28:13.631Z,"49km SSE of Anchorage, Alaska",earthquake,,1.4,,,automatic,ak,ak
2018-07-03T17:35:38.699Z,63.2578,-151.6443,99.9,3.5,ml,,,,0.77,ak,ak19836473,2018-07-03T17:40:43.846Z,"130km NW of Talkeetna, Alaska",earthquake,,5,,,automatic,ak,ak
2018-08-12T23:59:49.606Z,69.6159,-144.1907,0,4.4,ml,,,,0.85,ak,ak20087083,2018-10-17T18:11:52.040Z,"70km SSW of Kaktovik, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-10-22T06:19:11.998Z,59.7665,-138.9433,1.1,3.9,ml,,,,0.77,ak,ak20288664,2018-10-22T06:21:58.042Z,"50km ENE of Yakutat, Alaska",earthquake,,1.7,,,automatic,ak,ak
2019-02-18T03:42:04.728Z,51.7054,-179.9963,183.3,4.8,mb,,,,0.81,ak,ak019293dbh5,2019-02-18T03:50:18.402Z,"38km SE of Semisopochnoi Island, Alaska",earthquake,,3.8,,,automatic,ak,ak
2019-02-23T12:54:02.167Z,66.2875,-156.9759,38.2,3.5,ml,,,,0.69,ak,ak0192hihfd0,2019-05-11T17:40:47.040Z,"67km SSW of Kobuk, Alaska",earthquake,,6.8,,,automatic,ak,ak
2019-07-21T01:18:33.780Z,32.2998352,-115.3243332,16.73,3.59,mlr,36,165,0.1204,0.35,ci,ci38614159,2020-01-12T06:46:15.322Z,"14km WSW of Delta, B.C., MX",earthquake,0.79,1.67,0.323,17,automatic,ci,ci
2020-05-24T09:21:19.300Z,39.2108,-118.389,4.7,3.5,ml,10,310.97,0.94,0.3,nn,nn00733012,2020-05-24T09:28:54.017Z,"44km SE of Fallon, Nevada",earthquake,,14.9,,,automatic,nn,nn
